id,name,sku,quantity,price,expiry_date
920,CEFIGET 200 DS SYRUP,895,1,235,2018-12-12
932,VOLTRAL EMULGEL LARGE,896,1,257.6,2020-02-02
390,NO-SPA TABLET,897,63,7.2,2019-05-05
931,EPIVAL 250 MG TABLETS,898,100,5.16,2018-12-12
915,SURBEX T SMALL TABLETS,899,0,62.95,2018-10-10
958,SENSODYNE RAPID 70 G,900,1,170,2019-07-07
940,MEDI SOX DIABETIC SOCKS,901,2,300,2022-02-04
939,ALPK 2 ADULT CUFF,902,2,300,2022-02-04
942,HYZONATE 500 INJECTION,903,1,319.5,2020-06-06
946,GLUCOMET TABLETS,904,40,2.33,2019-01-01
903,DIAMICRON TABLET,905,27,7.65,2020-05-05
950,TEGRAL 200 MG TABLETS,906,42,4.91,2022-07-07
859,RODEXIB 400 MG TABLETS,907,37,10.93,2018-04-04
1094,GLAXOSE-D 100 G,908,3,50,2019-01-17
943,BOAN-D3 CHEWABLE TABLETS,909,10,17.5,2019-10-31
941,ACCU-CHEK ACTIVE 50,910,50,32,2019-06-06
954,AEGIDEX OINTMENT,911,4,45,2019-09-09
947,GLUCOMET PLUS TABLETS,912,60,2.66,2019-08-08
949,SILLIVER 200 MG TABELTS,913,1,206.91,2019-01-01
697,OLGON 100 MG TABLETS,914,10,10,2019-12-12
951,YELLOW STAR TABLETS,915,0,80,2019-01-01
758,NAPRIUM 550 TABLETS,916,84,7.15,2019-10-10
1095,GLAXOSE-D 400 G,917,1,140,2019-01-27
938,ACCU-CHEK PERFORMA NANO,918,1,3300,2022-02-04
960,SENSODYNE MULTI CARE 70 G,919,1,165,2019-04-04
948,CLAMENTIN 312.5 MG SYRUP,920,1,109,2018-12-12
957,SENSODYNE ORIGINAL 50 G,921,1,125,2020-06-06
959,SENSODYNE FLUORIDE 70 G,922,3,155,2019-04-04
945,M-SPAN DS SYRUP,923,2,300,2018-12-12
956,GLYCERIN PURE 50 GM,924,7,40,2019-09-09
952,PREDNISOLONE 5 TABLETS,925,40,2.06,2022-10-10
935,CLEAR CREAM,926,1,142.8,2019-08-08
1645,CAMOZYME 120 ML SYRUP,927,6,65,2018-08-08
2041,BF 3 300 GR MILK,928,1,430,2018-11-07
971,VOLTRAL SR 100 TABLETS,929,19,11.34,2022-06-06
966,JOHNSONS BABY LOTION 300 ML,930,0,260,2022-02-07
986,FAIR LOVELY 50 G TUBE,931,2,115,2018-09-01
961,CREMAFFIN SYRUP,932,2,34.97,2020-09-09
111,BRUFEN TABLET YELLOW,933,500,0.75,2019-12-04
976,HI-SALZ 100 G TOOTHPASTE,934,1,105,2020-02-02
984,SENSODYNE TOTAL CARE,935,2,180,2019-09-09
882,GRAVINATE 50 TABLETS,936,209,1.1,2022-10-10
973,OPTRA INHALER,937,1,350,2018-05-05
1097,TERBIDERM CREAM,938,1,168,2019-02-02
1098,SKIN WHITE 91 G CREAM,939,1,130,2019-08-05
972,FELDENE 20 MG CAPSULES,940,19,11.25,2019-04-04
970,DABUR AMLA HAIR OIL 50 ML,941,2,70,2020-05-05
944,ADICOS SYRUP,942,4,37.03,2022-06-06
978,METHERGIN TABLETS,943,5,2,2018-03-03
1096,FEBROL TABLETS,944,161,1,2022-01-01
967,JOHNSONS BABY LOTION 50 ML,945,1,90,2018-07-07
964,LACTOGROW 3 MILK 200,946,1,250,2018-06-06
963,ANGISED 0.5 TABLETS,947,180,0.85,2019-02-02
800,ULSANIC SYRUP,948,2,121.7,2020-08-08
985,SENSODYNE EXTRA FRESH,949,2,180,2019-09-08
983,PENBRITIN 250 CAPSULES,950,52,2.96,2019-01-01
974,SALNON INHALER,951,1,229,2019-02-02
975,MEDICAM BLEACH CREAM,952,1,230,2021-12-12
969,ZOPENT 20 MG TABLETS,953,14,10.92,2019-08-08
982,PENBRITIN 500 CAPSULES,954,32,4.82,2018-04-04
962,CHYMOTRIP FORTE TABLETS,955,75,5.68,2018-08-08
968,BLESS0 BLEACH CREAM 16 GR,956,9,30,2019-10-10
1002,PLAZO SYRUP,957,1,168.3,2019-05-05
989,DUPHASTON 10 TABLETS,958,17,27,2020-07-07
988,CLARION 500 MG TABLETS,959,25,39,2018-10-10
767,MYTEKA 10 MG TABELT,960,15,22.71,2020-09-09
987,BREXIN TABLETS,961,41,15.25,2020-05-05
992,TESTOVIRON DEPOT,962,4,90.37,2022-07-07
250,FLAGYL 400 MG TABLET,963,260,1.57,2020-07-07
1010,JENTIN MET 50 MG_500 MG TABLETS,964,7,21.57,2019-09-09
998,KEFLEX 125 SYRUP,965,1,59.84,2019-07-07
1009,ROVISTA 5 MG TABLETS,966,10,12.15,2020-02-02
113,RUMADOL CF TABLETS,967,100,2,2018-11-11
1007,MORTEIN MACHINE,968,1,300,2022-02-04
1001,DUOFILM,969,1,279.4,2019-03-03
275,GLUCOPHAGE 1000 MG TABLET,970,246,2.42,2020-06-06
865,VALIUM 10 MG TABLETS,971,94,3,2022-03-03
997,KEFLEX 100 DROPS,972,1,74,2020-05-05
1011,XYLOR 10 MG TABLETS,973,10,8,2019-05-05
1004,M-SPAN 100 MG SYRUP,974,6,180,2018-11-11
999,AMARYL 4 MG TABLETS,975,40,31.06,2018-02-02
990,MONTIKA 10 MG TABLETS,976,31,21.42,2019-08-08
1006,GLYRATE-SR 2.6 MG TABLETS,977,60,5.23,2019-03-03
1008,SAFGO-MET 2_500 MG TABLETS,978,30,8,2019-04-04
955,BF-MAMA VANILLA,979,1,400,2018-04-20
1000,CIPOTIC EAR DROPS,980,2,80,2018-07-07
421,PONSTAN TABLET,981,23,1.18,2021-07-07
1003,COLDREX-E SYRUP,982,2,63.52,2019-08-08
1056,COUGH CARE SYRUP,983,6,28,2018-11-11
991,MAXPAN 400 CAPSULE,984,5,65,2019-04-04
1005,M-SPAN 400 MG CAPSUL,985,8,65,2019-04-04
521,KENACOMB CREAM,986,6,74.04,2019-09-09
1018,VASELINE 100 ML HEALTHY WHITE,987,2,149,2019-10-10
913,NEOPHAGE 500 MG TABLETS,988,100,1.7,2019-06-06
1646,ALMOND CRUNCH TUB,989,1,305,2022-02-05
1016,LEXILIUM 3 MG TABLETS,990,8,3.56,2019-07-07
953,CEFFEST 400 MG CAPSUL,991,11,65,2019-07-07
108,B12 INJECTION ,992,36,10,2019-08-08
1012,DETTOL 100 ML,993,6,80,2022-03-03
1023,ZINCDAY SYRUP,994,1,60.86,2019-05-05
1020,FAIR LOVELY FACE WASH 50 G PIMPLE OFF FAIRNESS ON,995,3,115,2022-07-07
965,BANDAGES 7.5 CM X 3M,996,15,15,2019-07-07
1024,HAJMOLA IMLI TABLETS,997,1,75,2019-08-08
1026,MELOR 15 MG TABLETS,998,16,10.6,2019-09-09
1014,EPIVAL 500 MG CR TABLETS,999,14,14.48,2018-03-03
813,SHARBAT SADAR SYRUP QARSHI ,1000,2,100,2020-07-07
1621,BREVOXYL 40 GR CREAM,1001,1,159.91,2018-08-08
1027,MENSOFAR TABLETS QARSHI,1002,3,110,2020-07-07
1064,ENO FRUIT SALT REGULAR SACHETS,1003,66,5,2020-07-07
1057,RIACEN CREAM,1004,2,87.63,2019-04-04
1015,LEXOTANIL 3 MG TABLETS,1005,0,6.83,2022-06-06
1058,ALMOND OIL 30 ML QARSHI,1006,3,190,2019-02-02
1022,K-CID SYRUP,1007,7,131,2019-04-04
1622,ULCOCID SYRUP,1008,2,118,2019-04-04
1100,QFOLIC 400 MG TABLETS,1009,36,9.33,2019-03-03
1025,CITANEW 10 MG TABLETS,1010,10,19.64,2019-04-04
1099,SKIN WHITE 28 G CREAM,1011,3,55,2019-03-03
1019,FAIR LOVELY FACE WASH 50 G ADVANCED MULTI VITAMIN,1012,1,99,2022-07-07
1013,FUCIDIN H CREAM,1013,3,324,2019-11-11
1151,CANDIA CAPSUL,1014,6,130,2019-02-02
1582,NOVOTEPH 20 MG CAPSULES,1015,28,8.62,2019-12-12
48,AUGMENTIN 625 MG TABLET,1016,42,21.66,2019-10-04
1071,ON CALL PLUS STRIPS,1017,8,25,2019-05-05
981,ARNIL 50 TABLETS,1018,40,3,2022-01-01
56,ACEFYL GREEN SYRUP,1019,0,54.04,2019-11-11
750,REXYL SYRUP,1020,0,36,2018-09-09
1067,MULTICAL-1000 SACHETS,1021,7,10.14,2018-12-31
1077,MAXOLON TABLETS,1022,80,1,2020-09-09
1068,MICOSSTATIN DROPS,1023,3,48,2018-06-06
1070,CYNFO 500 MG CAPSULES,1024,10,12.12,2019-03-03
1075,KANACYN 1 G INJECTION,1025,1,149.5,2019-04-04
1079,PIMPAL GEL,1026,1,150,2019-09-09
1076,SUNSAY D CAPSULS,1027,5,110,2018-03-03
1072,ISPAGHOL MARHABA 95 G,1028,3,220,2022-08-08
874,GENTICYN EYE_EAR DROPS,1029,1,24.15,2018-06-06
1074,HAEMACCEL 500 ML DRIP,1030,1,508,2019-01-01
900,BRITANYL TABLETS,1031,100,1.47,2020-03-03
1081,BF-MAMA CHOCOLATE,1032,0,370,2021-02-05
1620,MALTOFER TABLETS,1033,8,9.76,2018-08-08
1069,RASHNIL 50 GR CREAM,1034,2,78.17,2019-08-08
1065,TEARS PLUS EYE DROPS,1035,3,49.45,2019-08-08
241,FLAGYL DRIP CHINA,1036,4,69,2020-06-06
1080,MARK 40 MG CAPSULES ,1037,44,17,2019-09-09
1066,M-ZOLIDONE POND,1038,2,50,2019-08-08
1101,PREGNOVIT TABLETS,1039,1,499,2018-03-03
1078,DIMETIL INJECTION,1040,25,5,2019-07-07
1073,MOSPEL CREAM,1041,2,125,2018-04-04
1102,BISACODYL TABLETS,1042,140,0.5,2019-10-10
1082,CEPOREX 500 MG CAPSULES,1043,12,16.9,2019-03-03
1083,CEROPHENE 50 MG TABLETS,1044,5,45.9,2019-03-03
924,NERISONE FORTE OINTMENT,1045,1,139,2020-09-09
1107,S.T. MOM TABLETS,1046,30,10.2,2018-08-08
216,DISPRIN TABLET,1047,88,1.28,2020-10-10
632,ARCHE CREAM,1048,2,50,2020-10-12
720,OXIDIL 250 MG IV INJECTION,1049,6,110,2019-04-04
1104,KELLY PEARL CREAM,1050,2,50,2021-07-07
1105,COLIC DROPS MUGHAL,1051,4,35,2019-06-06
367,MOTILIUM TABLET,1052,72,4.37,2022-07-07
233,ERYTHROCIN 500 MG TABLET,1053,88,10.48,2020-06-06
104,BUSCOPAN PLUS TABLET,1054,66,3.9,2019-07-07
673,NUBEROL  FORT TABLET,1055,68,5.28,2020-10-10
1103,Q-PLEX SYRUP,1056,4,115,2020-02-02
492,SIMILONE TABLET,1057,24,1,2019-03-03
1106,LYSOVIT SYRUP,1058,4,65,2018-11-11
171,CHLORAMPHENICOL CAPSULES,1059,65,5,2020-08-03
1111,GINXENG ORAL DROPS,1060,10,200,2019-06-06
238,RED TOOTH PASTE 100 GR,1061,2,85,2020-06-06
870,METHACHLOR EYE OINTMENT,1062,15,21,2019-12-12
1112,FLOXOL 200 MG TABLETS,1063,84,11,2019-09-09
1108,MEDIDEX EYE DROPS,1064,3,21.16,2018-07-07
1110,GINKGO VIT DROPS,1065,7,200,2020-01-01
1109,NEOCOBAL TABLETS,1066,64,5.73,2020-07-07
86,AM POND,1067,1,43,2019-11-11
1647,BECEFOL TABLETS,1068,1,72,2018-12-12
921,CEFLOREX 400 MG CAPSULS,1069,1,60,2018-11-11
401,OXIDIL 500 MG IM INJECTION,1070,4,175,2019-05-05
1115,APOFAR SYRUP,1071,1,91.8,2020-07-07
1648,NORAN 20 MG CAPSULES,1072,57,9,2019-03-03
995,CITRO SODA LEMON FLAVOUR,1073,25,11.5,2018-11-11
1055,EVOFIX 100 MG SYRUP,1074,2,130,2019-07-07
1135,CHOCOLATE CP 800 ML,1075,2,190,2018-08-08
381,NOVIDAT 250 MG TABLET,1076,30,15.1,2020-07-07
1126,MAGNUM CLASSIC 90 ML,1077,0,99,2019-08-08
1117,NEMSIS TABLETS,1078,44,4.5,2019-05-05
1138,POLYBION FORTE SYRUP,1079,2,40,2018-09-09
1125,BADAMI STICK 65 ML,1080,26,35,2019-02-02
1137,SERC 16 MG TABLETS,1081,60,16.99,2022-08-08
1134,STRAWBERRY CP 800 ML,1082,2,170,2019-04-04
1114,CODEFREE STRIPS,1083,50,25,2018-09-20
1128,MAGNUM HAZELNUT 90 ML,1084,0,110,2018-08-08
1123,P.POP JIGGLY JELLY BUBB,1085,24,20,2019-04-04
1132,MANGO CP 800 ML,1086,3,190,2018-09-09
1130,MANGO 450 ML,1087,2,125,2018-08-08
1127,MAGNUM ALMND 90 ML,1088,12,110,2018-07-07
1116,TOOT SIAH MULETHI MEDICS SYRUP ,1089,3,95,2019-09-09
1129,KINGS KULFA 450 ML,1090,4,125,2018-08-08
1118,RAINBOW,1091,33,20,2019-10-10
1119,STRAWBERRY  TUB,1092,1,305,2018-12-12
1136,TUB SOHAN HALWA 800 ML,1093,0,350,2019-07-07
1113,ATIGEN TABLETS,1094,20,24.75,2018-10-10
1021,SIMVAZAF 20 MG TABLETS,1095,30,16.22,2019-09-09
1133,TUTTI FRUITI CP 800 ML,1096,2,220,2018-09-09
1131,KINGS KULFA 800 ML,1097,2,220,2018-12-12
1246,VOVERON SR 100 TABLETS,1098,186,6,2020-09-09
499,SURGEE CREPE BANDAGE SMALL,1099,1,65,2020-05-05
1158,NEO-SEDIL TABLETS,1100,30,5.5,2019-05-05
484,SPIRIT,1101,4,50,2020-12-12
426,PIRITON TABLET,1102,129,0.28,2019-07-07
977,COLDENE TABLETS,1103,38,2.5,2019-11-11
303,IMATET TETANUS INJECTI,1104,9,42.6,2019-10-10
993,NORVASC 10 MG TABLET,1105,18,23.33,2020-04-04
879,BASOQUIN TABLETS,1106,10,2,2022-06-06
59,ARINAC TABLET,1107,55,2.63,2019-09-09
1624,TAGIPMET 50 MG_1000 MG TABLETS,1108,28,24,2019-11-11
866,ALP 0.5 MG TABELTS,1109,49,6.45,2020-02-02
1625,TERBIDERM TABLETS,1110,11,31.3,2020-06-06
1155,SERC 8 MG TABLETS,1111,35,9.75,2020-11-11
1153,CONAZ LOTION,1112,1,200,2019-04-04
425,PANADOL EXTERA TABLET,1113,78,1.59,2019-08-08
1157,WILGESIC TABLETS,1114,45,3.24,2020-04-04
1154,CAGEN-D TABLETS,1115,2,11.5,2019-02-02
169,CHLOROQUIN TABLET LOZ,1116,1000,0.5,2020-06-06
595,XANAX 0.5 MG TABLET,1117,0,7.32,2020-07-07
1623,OTOFLOX 0.6% EAR DROPS,1118,3,138.96,2018-12-12
397,OMEGA 20 MG CAPSUL,1119,33,13.92,2019-08-08
141,CIPROFLOXACIN 500 MG TABLET ,1120,35,25,2019-10-10
1156,CO-RENITEC TABLETS,1121,27,11.8,2018-10-10
432,PRECIZ PREGNANCY STICK,1122,119,30,2019-11-11
1626,SYNALAR 30 GR CREAM,1123,1,96.6,2018-08-08
1121,CORNETTO DOUBOLE CHOCLATE,1124,15,55,2018-07-07
1152,LOTRIX LOTION,1125,0,81.14,2019-08-08
271,GETRYL 2 MG TABLET,1126,17,8.4,2020-08-08
309,KANADEX CREAM,1127,5,35,2020-10-10
1628,HIVATE CREAM,1128,4,80,2018-02-02
1165,MANGO STIC,1129,40,10,2018-07-07
1629,HEALIT SKIN OINTMENT,1130,3,51.18,2018-08-08
1180,MUCONYL EXPECTORANT SUGAR FREE SYRUP,1131,2,31.89,2020-03-03
1175,VITA-6 TABLETS,1132,60,2.25,2022-02-02
1170,AMMONIA SOLUTION 50 ML,1133,8,30,2019-08-08
1171,ALETRIS CORDIAL SYRUP,1134,3,260,2020-10-10
1176,PRODENT MOUTH WASH 200 ML,1135,1,100.24,2019-06-06
478,SYRING 5 CC ,1136,64,5,2022-08-08
1173,NEGRAM SYRUP,1137,1,80,2018-04-04
1627,POLYPEP 10 MG TABLETS,1138,10,10.25,2018-07-07
1164,MOO PADDLE POP,1139,44,20,2019-02-02
1047,GENTICYN INJECTION,1140,6,29.74,2020-02-02
1178,CLINICA MOUTH WASH 200 ML,1141,1,85.92,2018-10-10
1172,VERMOX TABLETS,1142,14,4.33,2018-11-11
657,PONSTAN FLASH 250 MG TABLETS,1143,82,1.78,2019-05-05
1160,B BRAUN 22G BURNALA,1144,3,100,2021-01-01
1169,DISPOSABLE GLOVES DIAMOND,1145,200,1,2022-02-05
996,COMBINOL-H JUNIOR SYRUP,1146,2,100,2018-10-08
1168,DR.KOFF ORANGE FLAVORS TABLETS,1147,60,8.33,2020-04-04
1179,NIFLAM MOUTH WASH 200 ML,1148,0,89.5,2019-08-08
1174,BRUFEN TABLET GREEN,1149,390,0.75,2019-02-02
1161,B BRAUN 20 G BURNALA,1150,3,100,2018-07-07
1167,TRIPLE CHOCOLATI,1151,30,20,2019-02-02
1159,DISPROL 60 ML SYRUP,1152,5,28,2018-08-08
223,ENTOX P TABLET,1153,1315,1.5,2021-09-09
738,MUCAINE SYRUP,1154,5,50,2020-10-10
258,FLORAMAX CAPSUL,1155,59,3.21,2022-08-08
1192,OSNATE-D TABLETS,1156,30,7.65,2019-09-09
1191,LICE-O-NIL CREAM,1157,2,66.1,2019-10-10
1187,COFCOL ELIXIR SYRUP,1158,3,69.98,2018-04-04
90,AMINOPHYLLINE TABLET,1159,580,0.3,2019-10-10
1198,SHIELD FEEDER 125 ML,1160,2,100,2022-02-05
1194,CITRALKA POND,1161,1,50,2018-09-09
1184,PEDITRAL LIQUID ORANGE FLAVOUR 500 ML,1162,0,80,2019-01-01
1202,FOTIFLOX 400 TABELTS,1163,6,40.23,2018-08-08
1183,PEDITRAL LIQUID BUBBLE GUM  FLAVOUR 500 ML,1164,0,80,2022-02-05
1122,CIPESTA 250 MG SYRUP,1165,2,162,2019-01-01
1182,PEDITRAL LIQUID BANANA FLAVOUR 500 ML,1166,0,80,2022-02-05
1197,SHIELD FEEDER 250 ML,1167,2,120,2022-02-05
1181,O-ZOLE 20 CAPSUL,1168,14,10.28,2019-03-03
1185,TELFAST 120 MG TABLETS,1169,28,39.3,2020-07-07
1195,MASS 100 PLUS CAPSUL,1170,2,500,2020-03-03
274,GLUCOPHAGE 500 MG TABLET,1171,300,1.54,2020-08-08
1200,CIPESTA 125 MG SYRUP,1172,1,91,2019-03-03
1166,CUP VANILLA,1173,24,20,2019-01-01
1193,REFSPAN 400 MG CAPSULES,1174,0,65,2019-08-08
1188,NS 500 ML DRIP,1175,4,36,2021-04-04
1186,CERELAC THREE FROOT 350 G,1176,1,340,2018-12-12
1163,JET SPORT 50 ML,1177,63,15,2018-02-02
1201,CORNETTO POPCONE,1178,3,45,2018-04-04
1631,COMBIZOL SYRUP,1179,4,80,2020-08-08
1632,BROPHYL  SYRUP,1180,4,53,2018-02-02
1189,FROBEN 100 MG TABLETS,1181,37,7.13,2019-01-01
1199,SHIELD FEEDER 60 ML,1182,3,90,2022-02-05
1162,CORNETTO MINI CHOCOLATE,1183,7,30,2019-01-01
1207,DICLOREP 50 TABLETS,1184,10,5.95,2018-08-08
1203,WATER INJECTION 5ML,1185,70,5,2019-06-06
448,PAEDICARE ORS ORANGE FLAVOUR,1186,0,80,2018-08-08
1215,VAPTOR 20 MG TABLETS,1187,20,31.8,2019-10-10
1220,COLA BLAST,1188,53,10,2018-08-08
1205,REE-CAL TABLETS,1189,18,18,2018-06-06
1219,CLOSEUP ICY WHITE 125 G,1190,1,115,2020-07-07
1216,GRASIL 25 MG INJECTION,1191,4,23.15,2019-07-07
1204,SERICAL TABLETS,1192,3,24,2018-07-07
1190,XEFECTA 400 MG TABLETS,1193,14,50,2019-07-07
1211,ROOH AFZA SHARBAT 800 ML,1194,0,160,2022-02-05
1224,SHIELD SOOTHER,1195,3,50,2022-02-05
1217,CYTOPAN 50 MG TABLETS,1196,20,13.76,2019-09-09
1210,FAST LAB BLOOD GLUCOSE TEST STRIPS,1197,17,25,2022-02-07
1223,SHIELD DELUXE PLUS FEEDER 125 ML,1198,2,110,2022-02-05
1212,BAZOORI SHARBAT 800 ML QARSHI,1199,2,180,2020-01-01
1208,WATER 5 DRIP 500 ML,1200,3,38,2021-05-05
1213,EVOCHECK GLUCOMETER,1201,1,2500,2024-11-22
1229,THERAGRAN M TABLETS,1202,18,3.52,2019-02-02
1209,FASTAID PLUS 50 MG TABLETS,1203,16,4.58,2020-09-09
1214,SHARBAT E FAULAD IRFANI ,1204,1,160,2018-05-01
1222,SHIELD DELUXE PLUS FEEDER 250 ML,1205,2,140,2022-02-05
1634,COTTON BUDS,1206,1,40,2021-11-09
1226,BISLERI 60 ML SYRUP,1207,3,84.82,2019-07-07
1225,AFCO-KUF SYRUP,1208,10,80,2022-07-07
1206,I-CEF DS SYRUP,1209,1,285,2019-02-02
1227,TEARS NATURALE II,1210,1,164.97,2019-03-03
1221,VANILLA STICK,1211,21,15,2018-05-05
1230,ACCU-CHEK ACTIVE 25,1212,25,800,2019-04-04
1242,CERELAC GANDUM 350 GR,1213,0,290,2019-12-10
1232,NEODIPAR 500 MG TABLET,1214,150,1.5,2020-02-02
1236,PRICKLY HEAT POWDER 140 GR,1215,9,95,2021-12-11
1250,TRAVOGEN CREAM,1216,1,59.31,2021-06-06
1245,ISPAGHOL MARHABA 150 G,1217,1,290,2018-03-03
1237,SUCRAL 100 TABLET FATHER,1218,1,100,2019-02-02
1251,PASBAN 120 ML SYRUP,1219,2,80,2020-10-10
1254,ISPAGHOL QARSHI 25 G,1220,4,55,2020-06-06
1243,FERRICURE 120 ML SYRUP,1221,3,150,2019-12-12
1253,ARQ-E-GULAB 800 ML QARSHI,1222,3,120,2020-07-07
1231,LATEEF SURMA,1223,3,25,2020-06-06
1244,JOHNSONS BABY SHAMPOO 100 ML,1224,2,120,2020-02-02
1228,ROGHAN LOANG 8 ML QARSHI,1225,3,60,2020-01-01
1247,GOCID 20 MG CAPSULES,1226,0,11.42,2019-01-01
1248,DECALC TABLETS,1227,2,62,2019-01-01
1649,NORAN 40 MG CAPSULES,1228,18,17.85,2019-07-07
1256,ISPAGHOL QARSHI 95 G,1229,1,210,2020-03-03
1235,PRICKLY HEAT POWDER 275 GR,1230,14,140,2021-11-12
1241,BAZOORI SHARBAT 800 ML HAMDARD,1231,1,240,2020-06-06
234,ERYTHROCIN 250 MG TABLET,1232,50,5.48,2020-09-09
1234,SANDAL WHITENING BEAUTY CREAM,1233,2,230,2020-07-07
1252,ARQ-E-BADIAN 800 ML QARSHI,1234,2,120,2018-02-02
1255,ISPAGHOL QARSHI 50 G,1235,3,100,2019-12-12
1238,DIPROCORT CREAM,1236,1,72.44,2019-12-12
1177,ENZICLOR MOUTH WASH 200 ML,1237,1,149.76,2018-01-01
1239,BETNESOL DROPS,1238,6,33.89,2018-06-06
1240,TOBRADEX EYE OINTMENT,1239,1,335.83,2019-07-07
1266,ARQGAOZUBAN 240 ML,1240,1,60,2019-04-01
1257,ISPAGHOL HANGER QARSHI 4 GR,1241,42,8,2020-06-06
1261,DIOPLUS 5_80 MG TABLETS,1242,15,18,2018-11-11
1264,HIGH-C 1000 ORANGE,1243,50,6.9,2019-01-01
1265,JOHNSONS BABY BLOSSOMS SOAP,1244,0,70,2022-02-05
1273,DONUT,1245,18,45,2019-02-02
1218,BETASALIC OINTMENT,1246,1,57.5,2019-04-04
1269,CHUARQA 800 ML QARSHI,1247,4,120,2019-03-03
1272,KING KULFA SLICE 90 ML,1248,27,35,2018-10-10
1259,JAM-E-SHIRIN SHARBAT 800 ML QARSHI,1249,1,170,2021-04-04
1263,VC-CAL ORANGE,1250,17,12.2,2019-01-01
1260,EFFORT PURE DRINKING WATER 6 LITRE ,1251,1,80,2018-07-31
1635,WRIST BAND,1252,2,50,2020-02-05
1277,ARQ-E-MAQO 800 ML,1253,2,120,2018-11-11
1262,PEDITRAL ORANGE SACHETS,1254,9,18,2019-10-10
1281,ENFLOR SACHET 250,1255,10,48,2018-02-02
1267,PACIFIC JACK & JILL 120 ML SYRUP,1256,11,62.15,2020-09-09
1274,CARDIOSIL PLUS 10 MG_160 MG TABLETS,1257,14,21.57,2018-08-08
1258,SANDAL SHARBAT 800 ML QARSHI,1258,1,180,2020-04-04
1279,JAM-E-SHIRIN SHARBAT SUGAR FREE 800 ML QARSHI,1259,1,170,2019-07-07
1233,TICOVATE CREAM,1260,1,105,2018-02-02
1270,ARQGAOZUBAN 800 ML QARSHI,1261,3,120,2018-12-12
1280,PRICKLY HEAT CREAM,1262,0,75,2022-02-05
1271,LAL SHARBAT QARSHI 120 ML,1263,5,85,2020-01-01
1276,JARIANEEN TABLETS QARSHI,1264,3,120,2020-02-02
1498,ULCEREX SYRUP,1265,3,70.29,2019-06-06
1282,NEXUM 40 INJECTION,1266,1,304,2019-04-04
1275,NEEDLE 18 ,1267,6,10,2022-02-05
1287,B BRAUN 16G BURNALA,1268,1,100,2019-05-05
1303,INTIG-D TABLETS,1269,29,7.65,2019-06-06
1292,ZATOFEN SYRUP,1270,2,90.28,2018-08-08
1293,AQUAZOLE CREAM,1271,1,72,2018-12-10
1294,MINOGEN 100 MG TABLETS,1272,10,28,2018-12-12
1295,TICOVATE LOTION,1273,2,204,2018-09-09
719,BUNYAD NESTLE 910 G,1274,1,630,2018-07-07
1301,AROMA CREAM LARGE,1275,3,275,2020-06-06
1307,HYZONATE 250 INJECTION,1276,2,148.75,2020-06-06
1308,HYZONATE 100 INJECTION,1277,1,84.9,2020-07-07
1299,BETADERM-N CREAM,1278,3,39.1,2019-08-08
1283,PEDROL SYRUP,1279,4,30.75,2018-09-09
1306,LEDERPLEX SYRUP,1280,3,52.74,2019-01-01
1291,BETNESOL TABLES ,1281,16,1.27,2019-01-01
1633,TOOTHPICK,1282,2,40,2022-02-05
1298,D4U INJECTION,1283,3,107.4,2018-09-09
1305,VIDAYLIN M SYRUP,1284,2,83.35,2018-07-07
1290,CYPRODIOL TABLETS,1285,21,12.52,2018-04-04
1302,ZINACEF 250 MG TABLETS,1286,19,46.08,2018-10-10
1310,GRASIL 50 MG INJECTION,1287,5,28.9,2019-04-04
1285,Q-PLEX Z SYRUP,1288,2,115,2020-03-03
1304,MOFEST 400 MG TABLETS,1289,5,70,2019-07-07
1289,SYRINGE  1 CC,1290,14,5,2022-02-05
1286,B BRAUN 18G BURNALA,1291,21,100,2018-10-10
1288,SYRING 0.5 ML,1292,13,10,2022-02-05
1284,Q-PALGITE SYRUP,1293,2,115,2020-04-04
1309,EPITOIN SYRUP,1294,1,25.5,2018-11-11
1297,VEXA 500 INJECTION,1295,1,170,2018-05-05
1296,PEDITRAL REGULAR FLAVOUR,1296,0,80,2018-02-02
1311,ATIVAN 1 MG TABLETS,1297,253,5,2018-01-01
1314,COLGATE 150 GR TOOTHPASTE,1298,2,120,2019-05-05
1321,LIPIGET 10 MG TABLETS,1299,24,16.9,2019-12-12
1330,CALCIUM LEMON PLUS SACHETS,1300,10,11.5,2018-10-10
224,ENTAMIZOL SYRUP,1301,2,53.49,2019-08-08
1317,CORNETTO CLASSICO MINI,1302,13,30,2018-02-02
1319,MYTIL 125 SYRUP,1303,1,135,2019-04-04
1320,MYTIL 250 SYRUP,1304,2,160,2018-04-04
1324,TRYPTANOL 25 MG TABLETS,1305,20,1.19,2019-05-05
1325,CIPVAL 250 MG TABLETS,1306,17,13,2018-11-11
1326,QUVASC 5 MG TABLETS,1307,20,8.05,2018-06-06
1333,PAD WRITING LARGE HEPTOCAM,1308,67,50,2021-11-25
1278,HERBESSER 30 MG TABLETS,1309,30,4.03,2019-11-11
1312,ATIVAN 2 MG TABLETS,1310,58,6,2018-01-01
1323,DELTACORTRIL 5 MG TABLETS LOZ,1311,63,3,2019-03-03
1334,ORSLIM CAPSULES,1312,30,50,2019-02-02
1318,PISTA 800 ML,1313,1,220,2018-08-08
1315,SPIROMIDE 20 MG TABLETS,1314,17,4.17,2018-08-08
1316,WARTS REMOVER,1315,1,160,2020-12-12
